"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Yolk_to_Membrane_Ratio","Yolk_Ave","Yolk_SD","Yolk_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"original","UPI","UMR",2014,6,172,25.1,340,4.092601,3.42740925,0.074658979,0.021782919,0.414735766,1.4214692,0.297220284,0.209093721,"8","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","MTH","SKK",2014,8,228,24,289,0,1.42976575,0.044502348,0.031125622,0.709715578,1.014727025,0.122611692,0.120832194,"6","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,8,219,25.8,496,0,1.372681,0.017514155,0.012759086,0.714021045,0.980123123,0.028708408,0.029290614,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,6,172,25.1,340,4.081192,4.55996075,0.108475223,0.023788631,0.315372177,1.43808475,0.199229221,0.138537886,"8","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","UPD","UMR",2014,5,147,19.9,328,0,1.36496675,0.010629182,0.007787136,1,1.36496675,0.010629182,0.007787136,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,8,219,25.8,496,0,1.309683,0.010864766,0.008295722,0.772814967,1.012142625,0.047124545,0.046559194,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPD","UMR",2014,7,202,24.7,460,2.301917,1.59824475,0.02615806,0.016366742,0.734644209,1.17414125,0.132682671,0.113004011,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,6,172,25.1,340,4.306686,4.08910375,0.2098265,0.051313567,0.318730785,1.30332325,0.192273356,0.147525455,"8","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPS","UMR",2014,8,218,26.8,474,1.912621,1.28440025,0.071915295,0.055991343,0.838245126,1.07664225,0.069688277,0.064727421,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CLF","DSM",2014,5,125,14.6,496,0,1.87190675,0.04719264,0.025211,1,1.87190675,0.04719264,0.025211,"D","D","N","Y","N","Hiodon","Goldeye","Hiodontidae","Hiodon","Goldeye"
"original","UPI","UMR",2014,8,219,25.8,496,0,1.500529925,0.010771693,0.007178593,1,1.500529925,0.010771693,0.007178593,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2015,5,133,18.1,460,0,1.706556,0.013112386,0.007683537,0.752120938,1.2835365,0.095856187,0.07468131,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2015,7,211,27.8,461,1.686919,2.18784725,0.088352557,0.04038333,0.433906252,0.9493206,0.080740096,0.085050399,"8","C","N","N","Y","Notropis","River Shiner","Cyprinidae","Notropis","River Shiner"
"original","CON","CDR",2015,6,172,24.5,583,0,1.5708775,0.225554814,0.143585234,0.756243087,1.18796525,0.074074688,0.062354255,"6","C","N","Y","Y","Notropis","River Shiner","Cyprinidae","Notropis","River Shiner"
"original","DNS","UMR",2015,7,202,27.6,467,2.525097,2.19591125,0.141564372,0.064467256,0.382612902,0.840183975,0.027392335,0.032602782,"8","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DND","UMR",2015,6,181,23.1,422,0,3.396759,0.153378725,0.045154432,0.39105409,1.3283165,0.07390401,0.05563735,"3","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2015,6,172,23.8,443,3.010783,2.210568,0.410168193,0.185548779,0.46998578,1.038935525,0.13881573,0.133613421,"8","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","DNS","UMR",2015,5,142,18.1,421,0,1.578027,0.03806408,0.024121311,0.703152418,1.1095935,0.06625016,0.059706695,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2015,6,172,24.3,370,2.966896,2.15388,0.083310582,0.038679305,0.419709838,0.904004625,0.111942792,0.123829888,"8","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","DSM",2015,5,132,17.8,641,0,2.56929325,0.238389963,0.092784256,0.701154004,1.80147025,0.198126333,0.109980352,"4","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2015,6,161,25.8,546,0,2.612279,0.055983985,0.021431089,1,2.612279,0.055983985,0.021431089,"D","D","N","N","N","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","MTH","DSM",2015,6,175,23.2,411,3.592589,2.556006,0.164361256,0.06430394,0.425992378,1.088839075,0.389358019,0.35759005,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","UPS","UMR",2015,5,133,18.1,447,0,1.72321875,0.008750561,0.005078032,0.867762001,1.49534375,0.106421083,0.071168307,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2015,5,151,20.7,461,0,3.78908825,0.249191841,0.065765647,0.369087207,1.398504,0.213539757,0.15269156,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","DNS","UMR",2015,6,173,24.7,406,1.881382,2.038686,0.516410769,0.253305692,0.545157592,1.11140515,0.305142875,0.27455593,"7","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","DNS","UMR",2015,7,191,23.8,458,0,1.48670975,0.018712669,0.012586633,0.710571885,1.05641415,0.121552191,0.115061116,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2015,5,142,18.1,421,2.172686,1.80159,0.046742685,0.02594524,0.663848739,1.19598325,0.152948904,0.12788549,"8","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2015,6,152,20.7,588,0,1.614728,0.041534899,0.025722536,1,1.614728,0.041534899,0.025722536,"D","D","N","Y","N","Carpiodes","River Carpsucker","Catostomidae","Carpiodes","River Carpsucker"
"original","DNI","UMR",2015,6,162,24.9,332,0,2.278624,0.050889258,0.022333328,0.431366638,0.982922375,0.046818321,0.047631758,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","DSM",2015,5,151,19.2,674,0,3.44883525,0.290280779,0.084167772,0.419987951,1.44846925,0.046395813,0.032030927,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2015,7,211,27.8,461,1.858473,1.870436,0.086813396,0.046413455,0.524554155,0.981144975,0.327897772,0.334199105,"8","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,8,231,21.9,434,1.822649,2.0696955,0.324789629,0.156926286,0.452188692,0.9358929,0.224060361,0.239408122,"8","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","MTH","DSM",2015,6,181,23.8,470,0,3.25111725,0.098340796,0.030248308,0.582304668,1.89314075,0.18187017,0.09606796,"3","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPS","UMR",2015,6,161,25.2,376,1.885858,1.68221175,0.284713778,0.169249667,0.471196447,0.7926522,0.143451235,0.180976265,"7","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,7,192,23.7,573,1.739975,1.99125325,0.078081839,0.03921241,0.531556647,1.0584639,0.14940877,0.141156227,"8","C","N","Y","Y","Notropis","River Shiner","Cyprinidae","Notropis","River Shiner"
"original","MTH","IAR",2015,7,192,24.1,462,2.31943,2.22516825,0.469803933,0.21113187,0.499915231,1.1123955,0.0756061,0.067966924,"8","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","MTH","DSM",2015,5,151,19.2,674,0,4.338706,0.77875029,0.179489066,0.800944567,3.475063,0.776532876,0.223458647,"D","D","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DNS","UMR",2015,7,191,23.8,458,0,1.55331975,0.027984284,0.018015791,0.735939429,1.14314925,0.057349375,0.05016788,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2015,5,132,18.2,460,0,2.83679075,0.112195059,0.039549995,0.455190077,1.291279,0.154968643,0.120011743,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2015,6,152,21.3,457,3.178181,2.7195685,0.609434525,0.224092361,0.390796987,1.062799175,0.30715732,0.289007865,"8","C","N","Y","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","CLF","DSM",2015,6,181,23.8,590,0,1.45260425,0.037743409,0.02598327,0.930491564,1.351636,0.087570529,0.064788545,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2015,6,152,20.4,578,1.621064,1.347869,0.132171621,0.098059693,0.554636003,0.747576675,0.133062199,0.177991373,"7","C","N","Y","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","KQA","DSM",2015,6,181,24.5,576,0,4.22477875,0.280286025,0.066343362,0.341822516,1.4441245,0.056576324,0.039176902,"4","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2015,6,175,23.2,411,0,4.32365375,0.188971561,0.043706451,0.336013551,1.45280625,0.128092603,0.088169089,"5","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","SKK",2015,5,151,19.4,568,0,4.045567,0.121660233,0.03007248,0.356487484,1.442194,0.106998302,0.074191338,"4","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2015,6,172,24.3,370,2.372001,1.75710025,0.315023192,0.179285839,0.472540298,0.830300675,0.199622623,0.24042209,"8","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","DSM",2015,5,151,19.2,674,0,3.399593,0.253079993,0.074444204,0.396237873,1.3470475,0.110000765,0.081660643,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,5,131,20,668,0,3.6598195,0.124098388,0.033908336,0.333997824,1.22237175,0.067936189,0.055577355,"3","C","N","N","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","DNS","UMR",2015,6,161,24.9,363,0,1.44796675,0.024563455,0.016964102,0.744635711,1.07820775,0.071903627,0.066688101,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2015,6,180,22.8,422,3.042697,2.871063,0.174802739,0.060884327,0.632232469,1.81517925,0.372383583,0.205149758,"7","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,6,161,24.8,633,0,3.68875925,0.190138919,0.051545494,0.87999332,3.2460835,0.33179614,0.102214296,"D","D","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2015,6,162,24.9,332,0,1.462548,0.061127161,0.041794978,0.734151187,1.07373135,0.096481327,0.089856114,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DNI","UMR",2015,6,162,24.9,332,0,1.08723825,0.033810566,0.031097661,1,1.08723825,0.033810566,0.031097661,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","KQA","DSM",2015,6,175,23.6,477,4.03361,3.818083,0.409010316,0.107124522,0.34243094,1.30742975,0.147158628,0.112555668,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,6,175,23.6,477,3.615508,2.2453325,0.894738515,0.398488204,0.584402199,1.31217725,0.214210003,0.163247765,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CON","CDR",2015,5,144,18.4,561,0,1.39806325,0.084309418,0.060304437,0.605482835,0.8465033,0.020937513,0.024734118,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,5,144,18.4,561,0,1.478235,0.036427074,0.024642276,0.749021485,1.107229775,0.124995037,0.11288988,"4","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","KQA","DSM",2015,5,151,18.7,661,0,3.267944,0.107823583,0.032994318,0.402314498,1.31474125,0.110710688,0.084207206,"3","C","N","Y","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,5,151,18.7,661,0,3.11471525,0.438802926,0.140880591,0.438327709,1.365266,0.060854079,0.044573057,"3","C","N","Y","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2015,6,162,25,341,0,1.27198525,0.072371929,0.056896831,0.918572366,1.1684105,0.058226504,0.049833945,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","UPS","UMR",2015,5,151,20.9,434,0,4.223939,0.214351047,0.050746719,0.377121154,1.59293675,0.418002446,0.262409946,"6","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","UPS","UMR",2015,5,151,20.9,434,0,2.25421225,0.12439478,0.05518326,0.425640332,0.95948365,0.066967073,0.069794907,"5","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CLF","DSM",2015,6,161,24.1,649,0,3.436991,0.187670756,0.054603214,0.463727647,1.59382775,0.115964888,0.072758733,"6","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CLF","DSM",2015,6,161,24.1,649,0,3.20144525,0.248342506,0.077571998,0.552518898,1.768859,0.168496783,0.095257328,"6","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"original","DNS","UMR",2015,6,161,24.9,363,0,1.0842325,0.041091211,0.037898892,1,1.0842325,0.041091211,0.037898892,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2015,6,161,24.9,363,0,1.4070545,0.098394466,0.069929392,1,1.4070545,0.098394466,0.069929392,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPS","UMR",2015,6,161,25.2,376,3.209416,2.59448375,0.354895036,0.136788305,0.714516231,1.85380075,0.705098385,0.380352843,"7","C","N","Y","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","UPS","UMR",2015,6,161,25.2,376,0,1.36792475,0.029992275,0.021925384,0.90854888,1.2428265,0.031222921,0.02512251,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2015,5,132,17.8,641,0,3.27372175,0.131475395,0.040160834,0.569384677,1.864007,0.273225797,0.146579813,"4","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2015,5,132,17.8,641,0,2.9665175,0.207147652,0.069828562,0.451027341,1.3379805,0.049991425,0.037363343,"3","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2015,6,162,24.9,332,0,1.52415675,0.13003219,0.085314185,0.739433674,1.127012825,0.196186063,0.174076158,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DNI","UMR",2015,6,162,24.9,332,0,1.64173025,0.146453292,0.089206672,0.567233472,0.93124435,0.09873393,0.106023655,"5","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","KQA","DSM",2015,6,181,24.5,576,0,4.154351,0.427869367,0.102993071,0.348243625,1.44672625,0.145744559,0.100740937,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,6,181,24.5,576,0,3.67445775,0.661350266,0.179985813,0.448321456,1.64733825,0.070552297,0.042828057,"4","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,6,181,24.5,576,0,4.14236275,0.538920458,0.130099774,0.376627687,1.5601285,0.153813997,0.098590595,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2015,5,132,17.8,641,0,3.37995625,0.142335111,0.042111525,0.35553796,1.20170275,0.106759169,0.088839914,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2015,5,132,17.8,641,0,2.730997,0.340373876,0.124633559,0.509662222,1.391886,0.064007623,0.045986254,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2015,5,132,17.8,641,0,3.401734,0.172905218,0.050828553,0.394960776,1.3435515,0.13014978,0.09686996,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,6,161,24.8,633,3.850428,3.47374325,0.16811328,0.048395425,0.417275082,1.4495065,0.316125947,0.218092121,"8","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPD","UMR",2015,5,142,19,437,0,1.59660775,0.039838082,0.024951703,0.692984391,1.10642425,0.128709872,0.116329584,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2015,7,201,27.2,481,0,1.38695525,0.272344239,0.19636123,0.862126229,1.1957305,0.20963045,0.175315801,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2015,6,161,24.8,633,0,1.5673885,0.014129706,0.009014808,1,1.5673885,0.014129706,0.009014808,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2015,6,161,24.8,633,0,1.672364,0.062063407,0.037111184,1,1.672364,0.062063407,0.037111184,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2015,6,162,26,563,0,1.6147755,0.20002854,0.1238739,0.661174417,1.06764825,0.164469968,0.154048834,"6","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","MTH","DSM",2015,5,151,19.2,674,0,3.08744075,0.228500334,0.074009626,0.483631953,1.493185,0.328391919,0.219927149,"3","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CON","CDR",2015,8,231,21.9,434,0,1.17495775,0.044761492,0.038096257,0.892311277,1.04842805,0.055346705,0.05279018,"5","C","N","Y","Y","Notropis","River Shiner","Cyprinidae","Notropis","River Shiner"
"original","MTH","DSM",2015,5,151,19.2,674,3.464745,3.04119525,0.287334251,0.094480698,0.471380044,1.43355875,0.559758165,0.390467544,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","MTH","IAR",2015,6,162,26,563,0,1.25662375,0.067861636,0.054003146,0.813869446,1.022727675,0.090436944,0.088427199,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","IAR",2015,6,162,26,563,0,3.161667,0.041177469,0.013023974,0.365316857,1.15501025,0.086264483,0.074687201,"5","C","N","N","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","MTH","IAR",2015,6,162,26,563,0,1.59072975,0.145396098,0.091402137,0.725298562,1.153754,0.085129405,0.073784711,"3","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DNI","UMR",2015,6,172,23.8,443,1.929227,1.6210045,0.446774445,0.275615795,0.569537407,0.9232227,0.228857095,0.247889371,"7","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","DSM",2015,5,151,19.2,674,0,3.08637125,0.259346484,0.084029581,0.553371455,1.70790975,0.342640434,0.200619754,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2015,6,172,23.8,443,0,1.3307985,0.085679587,0.064382089,1,1.3307985,0.085679587,0.064382089,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2015,6,162,25,341,0,1.6169365,0.036224786,0.022403345,0.667902852,1.0799565,0.032564704,0.030153718,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNI","UMR",2015,6,172,23.8,443,0,1.455455,0.013173941,0.009051424,0.957186756,1.39314225,0.095788298,0.068757012,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2015,6,161,24.8,633,0,2.927966,0.549602466,0.18770794,0.613263183,1.79561375,0.125997214,0.070169442,"4","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,6,161,24.8,633,0,3.398594,0.01941021,0.005711247,0.34513949,1.172989,0.086949003,0.074126018,"4","C","N","Y","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","KQA","DSM",2015,6,161,24.8,633,3.018607,2.07838725,0.733497517,0.352916675,0.764583044,1.58909965,1.15014089,0.72376889,"8","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","KQA","DSM",2015,6,161,24.8,633,0,3.419378,0.215891953,0.063137785,0.951296625,3.25284275,0.23289337,0.071596873,"D","D","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CON","CDR",2015,5,144,18.4,561,0,2.24456225,0.220568779,0.098268061,0.459333886,1.0310035,0.019636448,0.019045957,"4","C","N","N","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","CON","CDR",2015,5,144,18.4,561,0,1.76071225,0.296205529,0.168230515,0.594336979,1.0464564,0.14357559,0.137201693,"3","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,5,144,18.4,561,0,4.18963025,0.123392561,0.029451898,0.361556309,1.51478725,0.066745834,0.044062844,"5","C","N","N","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","CON","CDR",2015,5,144,18.4,561,0,2.62419825,0.476409111,0.181544634,0.485066629,1.272911,0.09940726,0.078094431,"4","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","UPI","UMR",2015,7,201,27.2,481,0,1.25069925,0.05600102,0.044775769,1,1.25069925,0.05600102,0.044775769,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2015,6,172,24.5,583,0,1.492203,0.140957543,0.094462713,0.77518466,1.156732875,0.13387278,0.115733531,"D","D","N","Y","Y","Carpiodes","River Carpsucker","Catostomidae","Carpiodes","River Carpsucker"
"original","CON","CDR",2015,6,172,24.5,583,0,2.111067,0.198226393,0.093898674,0.768439609,1.6222275,0.276469943,0.170426123,"4","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","CON","CDR",2015,6,162,26.2,507,0,1.46209275,0.487626342,0.333512592,0.690061027,1.008933225,0.029919086,0.029654178,"6","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,6,162,26.2,507,2.25946,1.41250075,0.180352403,0.127683049,0.582133514,0.822264025,0.062607295,0.076140137,"8","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","MTH","DSM",2015,5,151,19.2,674,0,3.468567,0.066334321,0.019124417,0.413588378,1.434559,0.037464033,0.026115366,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CON","CDR",2015,6,162,26.2,507,0,1.95614875,0.158365814,0.080957961,0.55031385,1.07649575,0.058725368,0.054552345,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","CON","CDR",2015,6,162,26.2,507,2.502491,2.25004725,0.135201557,0.060088319,0.443502464,0.9979015,0.166416079,0.166766038,"8","C","N","Y","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","CON","CDR",2015,6,162,26.2,507,2.150289,2.389787,0.132542676,0.055462129,0.395757697,0.9457766,0.135874734,0.143664724,"8","C","N","Y","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","UPI","UMR",2015,7,201,27.2,481,0,1.14139615,0.153176479,0.134200977,1,1.14139615,0.153176479,0.134200977,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2015,7,201,27.2,481,0,1.390296,0.115767566,0.083268287,1,1.390296,0.115767566,0.083268287,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2015,7,201,27.2,481,0,1.20194525,0.109372189,0.090995982,1,1.20194525,0.109372189,0.090995982,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2015,5,151,19.2,674,0,3.46941175,0.177208588,0.051077416,0.386851099,1.34214575,0.04876595,0.036334318,"3","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2015,7,201,27.2,481,0,1.24459325,0.061056432,0.049057338,1,1.24459325,0.061056432,0.049057338,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
